category,storage_type,shelf_life_days,days_remaining_at_purchase,days_until_expiry,risk_level
7,1,3,3,2,Low
1,1,26,18,18,High
5,1,7,7,6,Medium
2,1,13,10,7,Medium
5,1,7,6,5,High
1,1,8,7,5,Low
8,1,7,7,4,High
7,1,3,3,2,Medium
1,1,7,7,7,High
2,1,17,14,11,Medium
5,0,8,7,4,Medium
5,0,9,9,8,Medium
1,1,17,15,13,Medium
1,1,9,7,4,Low
6,1,14,10,9,High
8,0,4,4,4,Medium
6,1,17,17,17,Medium
4,0,90,82,79,High
1,1,19,18,18,High
7,1,1,1,0,Low
6,1,11,11,8,Low
7,1,3,3,0,Medium
8,0,5,5,2,Low
8,0,4,3,2,Low
2,1,6,6,4,Medium
3,1,10,10,10,Medium
4,0,204,186,184,Medium
3,1,3,3,3,Low
2,1,30,25,23,High
6,1,4,4,3,Low
7,1,5,4,1,Low
7,1,5,4,4,High
6,1,10,7,5,Low
4,0,346,282,281,Low
4,0,335,304,304,High
0,2,4,4,3,Low
1,1,7,7,7,Medium
1,1,20,20,19,Low
3,1,4,4,2,Medium
1,1,29,27,27,High
7,1,2,1,0,High
7,1,3,2,0,High
6,1,21,16,16,High
1,1,16,14,13,Low
5,1,5,5,4,High
6,1,14,13,13,Medium
1,1,10,7,7,Medium
5,1,6,4,1,High
3,1,13,13,13,Low
6,1,18,17,17,Low
5,0,3,2,1,High
2,1,24,18,16,Medium
8,1,4,3,3,Medium
5,1,9,6,4,High
3,1,14,11,10,Medium
1,1,14,14,12,Medium
4,0,193,153,151,Medium
2,1,15,10,10,Medium
8,0,2,1,0,High
4,0,230,185,183,Low
3,1,11,8,5,Low
3,1,14,13,13,High
5,1,3,3,3,Medium
6,1,15,10,8,High
5,0,9,9,8,High
7,1,3,2,0,Medium
6,2,21,14,13,Medium
3,1,10,9,7,High
1,1,16,14,12,High
1,1,11,8,5,Medium
6,1,11,8,7,Medium
7,1,3,3,1,Low
6,1,18,14,13,High
4,0,142,109,106,Low
2,1,25,17,15,Medium
2,1,14,12,12,High
8,0,7,7,7,Medium
6,1,8,6,5,High
1,1,29,26,24,Low
7,1,1,0,0,High
6,1,21,17,16,High
8,1,7,6,6,High
7,1,2,2,0,Low
8,1,4,4,2,High
1,1,10,9,6,High
3,1,8,6,6,High
0,2,6,5,3,High
3,1,10,8,7,Medium
6,1,3,3,0,High
3,1,11,11,8,Medium
4,0,189,154,153,Low
1,1,22,20,17,Medium
7,1,2,2,2,Low
2,1,13,12,11,Low
3,1,14,12,10,Low
2,1,9,7,4,Medium
5,1,4,4,1,Low
8,1,7,6,3,High
6,1,12,12,12,Medium
4,0,199,174,172,High
1,1,18,12,11,Medium
8,1,5,5,3,High
0,2,6,4,3,Medium
6,1,6,4,3,Medium
3,1,12,12,10,Medium
8,0,4,4,3,Medium
2,1,19,15,15,High
0,2,4,3,1,Low
6,1,16,13,11,Medium
8,1,6,4,2,High
8,1,2,1,1,High
1,1,13,12,9,Medium
4,0,138,95,93,Medium
1,1,29,26,23,Medium
5,0,5,4,2,High
4,0,96,74,71,Medium
6,1,19,13,11,Medium
6,1,4,4,3,Low
4,0,258,172,170,Low
8,1,2,1,0,High
4,0,125,89,87,High
4,0,215,161,158,Low
6,1,17,14,14,Medium
1,1,28,23,20,High
2,1,14,12,12,High
7,1,5,4,2,Low
8,1,4,3,3,High
5,1,8,6,3,Medium
0,2,5,5,3,Low
0,2,6,5,3,Medium
4,0,296,220,218,Low
3,0,7,5,4,High
7,1,4,4,3,Medium
1,1,29,27,25,Low
7,1,5,4,1,Low
0,2,7,6,4,High
7,1,3,2,0,High
5,1,6,6,6,Medium
4,0,171,145,142,Low
3,1,9,8,6,High
1,0,19,17,17,High
8,0,6,4,4,High
6,1,19,19,17,Low
7,1,4,4,1,Low
4,0,142,113,111,Medium
6,1,5,5,5,Low
1,1,21,20,18,Low
1,1,28,22,20,Low
0,2,7,5,4,Low
2,1,28,28,26,Medium
1,1,10,9,7,Low
3,1,5,5,5,Low
5,0,6,5,5,High
0,2,2,2,1,Low
7,1,3,3,0,High
8,0,3,3,2,Medium
2,1,14,13,12,High
3,1,13,12,10,Low
5,1,6,6,4,High
6,1,21,21,20,Low
2,1,15,11,11,Medium
6,1,8,8,5,Low
5,1,3,3,3,High
5,1,8,6,6,High
6,1,9,6,4,High
5,1,6,4,4,High
4,0,150,129,127,Medium
0,2,4,3,1,Low
8,1,6,5,5,Medium
0,2,4,4,3,Low
0,2,5,5,5,Low
8,1,5,5,2,Low
1,1,30,26,24,Medium
3,1,14,12,9,Low
4,0,88,75,72,Low
6,2,12,10,7,Medium
1,1,28,22,21,Low
4,0,235,200,197,High
8,0,7,6,5,High
5,0,7,5,2,High
5,1,8,7,6,High
1,1,17,16,16,Low
8,0,5,4,2,Low
3,1,3,2,2,High
5,1,4,4,2,High
6,1,16,14,14,High
3,1,12,10,10,High
4,0,210,210,208,Low
8,0,6,4,3,High
7,1,2,2,1,Medium
6,1,16,14,13,Low
1,1,7,6,5,Medium
6,1,21,20,19,Low
5,1,4,3,2,High
6,2,14,11,11,Medium
4,0,241,195,195,High
6,1,15,12,9,High
8,1,6,6,4,Low
2,1,28,24,21,High
8,1,3,2,1,High
3,1,3,3,1,Medium
8,1,5,5,5,Low
4,0,297,244,241,High
2,1,13,12,11,Medium
5,0,6,6,5,Low
5,0,7,5,4,High
0,2,7,5,2,High
8,1,7,7,5,High
2,1,5,5,2,Medium
3,1,10,8,8,High
7,1,1,0,0,High
8,1,6,5,4,Medium
0,2,5,5,5,Medium
5,1,7,7,4,Medium
5,0,9,8,6,Medium
3,1,12,8,8,Medium
8,0,3,2,0,Medium
1,1,30,26,25,High
6,1,5,5,2,High
6,1,16,13,10,Medium
0,2,7,5,5,High
3,1,11,9,9,Medium
1,1,24,17,15,Medium
3,1,7,7,5,Medium
1,1,10,10,10,Medium
1,1,27,26,25,Medium
0,2,5,4,2,Medium
6,1,21,15,13,Medium
1,1,19,15,15,Medium
5,1,6,5,3,High
2,1,19,15,15,Medium
4,0,152,151,149,High
2,1,16,11,11,Medium
2,1,25,21,20,Medium
3,1,5,4,2,High
6,1,6,4,2,High
4,0,308,264,264,Low
3,1,12,10,8,High
4,0,161,156,155,High
0,2,6,5,3,Low
0,2,4,4,4,Low
2,1,12,11,8,Medium
0,2,5,4,1,Medium
8,0,5,4,3,High
0,2,3,2,0,High
6,1,7,7,7,Medium
7,1,5,5,5,High
1,1,9,8,6,Low
3,1,5,5,2,Low
0,2,6,5,5,Low
0,2,4,3,2,Low
8,0,6,5,5,Medium
5,1,4,3,2,High
8,1,7,6,5,Medium
7,1,4,3,1,High
0,2,5,4,2,Medium
3,1,8,7,6,High
2,1,16,16,16,Medium
3,1,12,8,5,High
1,1,18,18,16,Low
1,1,21,21,19,Medium
5,1,4,3,1,Medium
1,1,26,21,19,Medium
5,1,8,8,6,Low
4,0,305,221,221,Low
3,1,14,10,9,Medium
3,1,7,5,2,High
1,1,22,16,14,Medium
2,1,11,11,8,Low
3,1,3,3,0,Medium
4,0,320,273,272,Low
8,1,2,2,2,High
4,0,208,208,206,Medium
6,1,4,4,1,Low
4,0,218,192,189,Medium
4,0,309,277,277,Medium
1,1,14,14,11,Low
5,1,5,4,2,Low
7,1,4,4,2,Low
2,1,8,8,8,Medium
5,1,8,7,7,Low
0,2,3,3,2,Low
6,1,13,10,10,Low
0,2,6,5,4,Medium
2,1,28,23,22,Medium
2,1,6,5,5,High
2,1,5,4,3,Low
6,1,11,9,8,Medium
8,0,5,4,1,Medium
6,1,14,13,12,Low
1,1,17,15,15,Low
6,1,9,7,6,Low
0,2,5,5,4,Medium
7,1,2,1,0,High
8,1,3,2,0,High
8,1,3,3,1,High
1,1,23,23,23,Low
2,1,15,13,13,High
3,1,10,7,5,High
8,1,2,1,0,High
6,1,17,17,16,Medium
1,1,25,20,20,Low
1,1,9,7,5,Medium
8,1,3,2,0,High
2,1,10,8,7,High
2,1,6,4,4,High
2,1,19,14,14,Medium
7,1,1,0,0,High
0,2,4,3,1,Low
6,1,3,3,1,Low
7,1,3,3,0,Medium
5,0,3,2,2,High
3,1,10,9,6,High
7,1,5,5,4,Low
6,1,21,17,17,Medium
0,2,6,6,3,Medium
5,1,9,9,8,High
3,1,14,10,9,High
1,1,18,15,12,Medium
6,1,14,11,9,High
4,0,291,272,271,Low
3,1,5,4,3,Medium
8,1,3,3,3,Low
2,1,14,10,8,Low
4,0,309,224,222,High
1,1,14,10,10,Low
8,0,7,5,5,Low
3,1,5,4,2,High
6,1,10,8,5,High
3,1,8,6,5,Medium
6,1,3,2,1,Medium
5,1,7,7,4,Low
8,0,5,5,5,High
6,1,12,12,10,Low
4,0,212,179,179,Low
4,0,135,107,104,Medium
3,0,7,7,7,Medium
3,1,8,6,4,High
0,2,2,2,0,Medium
8,1,7,7,7,Low
3,1,11,11,8,Low
8,1,5,4,1,Medium
4,0,162,125,122,High
5,1,5,4,3,High
7,1,3,2,1,High
3,1,13,11,11,High
7,1,2,1,0,High
0,2,4,4,4,Low
4,0,144,113,113,Medium
6,1,3,3,1,Low
2,1,28,19,19,High
4,0,273,190,189,High
8,0,2,2,0,High
1,1,15,13,11,High
6,1,15,15,14,Low
2,1,7,6,4,Low
2,1,12,9,9,High
1,1,11,8,5,Medium
7,1,3,2,0,Medium
3,0,5,4,4,High
6,1,5,4,1,High
2,1,10,9,8,Medium
3,0,13,10,10,High
5,0,10,9,8,Medium
5,1,7,7,4,Low
5,1,3,3,2,Medium
5,1,4,3,1,Low
4,0,279,200,198,Medium
1,1,18,18,15,Medium
5,1,8,6,4,High
5,0,4,4,1,High
7,1,3,2,2,Medium
7,1,5,4,2,High
4,0,189,174,172,Low
8,1,4,3,2,High
1,1,30,20,17,Low
7,1,4,4,1,Low
7,1,4,3,0,Medium
3,1,9,6,6,Medium
5,0,8,7,4,High
8,1,2,2,0,Low
8,0,5,5,3,Medium
0,2,4,4,1,High
1,1,10,9,9,Low
5,0,5,5,5,Medium
6,1,14,13,11,Medium
3,1,13,11,11,Low
8,1,5,5,4,Low
4,0,93,88,86,Medium
4,0,234,196,193,Medium
1,1,29,20,17,Medium
7,1,1,0,0,High
0,2,6,4,3,Medium
7,1,2,1,1,High
6,2,12,11,9,Medium
1,1,10,8,8,High
3,1,8,8,5,Low
2,1,20,17,16,Low
6,1,18,14,11,Low
8,1,2,2,1,Medium
5,1,6,6,3,High
0,2,3,3,2,Medium
3,1,11,9,7,High
6,1,8,8,5,High
5,1,6,6,6,High
0,2,7,6,6,High
6,1,16,11,8,High
7,1,3,3,3,Medium
3,1,12,9,6,Low
7,1,2,1,0,Low
0,2,5,5,2,Low
2,1,16,13,12,Medium
5,1,6,5,4,Low
7,1,5,5,2,Low
8,1,6,6,5,Low
0,2,4,4,2,Medium
5,1,5,4,3,Low
2,1,27,26,26,Low
5,1,8,6,6,High
2,1,29,25,25,High
8,1,3,3,0,High
1,1,29,28,28,High
5,1,7,6,6,High
4,0,326,281,279,High
0,2,6,5,5,Low
0,2,5,4,3,High
2,1,29,27,27,High
0,2,2,2,2,Low
3,0,9,9,9,High
3,1,9,6,4,Medium
1,1,9,7,7,Medium
5,1,7,7,5,Low
1,1,21,16,14,Medium
7,1,4,4,4,Low
8,1,7,5,3,High
5,1,9,8,7,Low
4,0,137,110,108,Medium
5,1,7,5,2,Low
1,1,21,16,13,Medium
7,1,3,3,3,Medium
6,2,16,13,10,Low
4,0,191,178,177,Medium
6,2,20,16,13,Medium
0,2,6,5,2,Medium
4,0,138,112,111,Low
6,1,21,18,16,High
8,1,4,3,2,High
8,1,2,2,0,High
3,1,8,6,6,High
5,1,3,3,0,Medium
5,0,4,3,2,Medium
1,1,16,14,11,Low
0,2,3,2,0,High
5,1,5,5,2,Medium
7,1,4,3,2,High
6,1,14,13,12,Medium
0,2,5,4,3,Low
4,0,154,154,154,Medium
8,0,6,4,1,Medium
2,1,16,11,9,Low
7,1,4,4,1,High
1,1,7,6,5,High
1,1,17,13,12,High
2,1,23,19,17,High
1,1,20,20,19,Low
4,0,216,210,207,Low
5,1,8,8,8,Medium
6,2,7,5,2,Medium
4,0,143,120,119,Low
5,1,3,3,2,Low
3,1,10,10,10,Medium
5,1,6,4,2,High
5,1,8,8,8,Low
3,1,9,9,9,Low
1,1,9,8,7,Medium
3,1,10,9,6,Low
3,0,14,14,13,Low
3,1,13,11,8,Medium
5,1,5,4,1,High
8,1,6,4,4,High
3,1,12,11,11,Low
5,1,7,6,6,Medium
5,1,10,10,10,Medium
7,1,1,0,0,High
5,1,10,9,6,High
1,1,20,19,16,Medium
8,0,6,5,3,Medium
4,0,314,314,312,Low
8,1,6,6,5,Medium
2,1,17,16,14,Medium
6,1,3,2,0,High
5,1,9,6,3,High
8,1,3,3,2,Low
2,1,6,6,4,Medium
0,2,3,2,0,Medium
7,1,2,1,0,High
8,0,3,3,2,High
6,2,21,19,17,Medium
2,1,29,21,20,Low
5,1,7,5,3,High
7,1,1,0,0,High
3,1,11,9,8,High
5,0,6,5,3,High
5,1,10,9,8,Medium
2,1,13,9,6,Medium
5,1,6,6,6,Low
2,1,30,24,22,Low
7,1,3,2,2,High
5,0,7,7,4,High
6,1,7,6,5,Medium
2,1,16,11,8,High
5,0,9,9,7,High
4,0,168,164,162,Low
8,1,7,5,3,High
7,1,5,5,3,Medium
0,2,3,3,1,Medium
5,1,5,5,2,High
4,0,87,71,68,Low
2,1,22,21,21,Medium
5,1,5,5,3,Medium
6,1,19,18,18,Low
5,0,10,9,7,High
2,1,27,27,26,Low
7,1,2,1,0,High
2,1,5,5,5,High
2,1,6,4,3,High
0,2,7,6,4,Low
4,0,180,154,152,Medium
2,1,30,21,19,Medium
2,1,18,14,12,High
7,1,2,2,2,Low
4,0,123,88,87,Medium
8,0,3,3,3,Low
6,1,7,5,4,Low
7,1,3,2,2,Medium
8,0,5,5,4,High
2,1,25,19,17,Medium
2,1,28,23,23,High
2,1,17,15,15,Medium
0,2,5,5,4,Low
0,2,3,2,1,High
5,1,5,5,3,Medium
5,0,6,6,4,Low
8,1,3,3,1,Low
7,1,4,4,2,Low
0,2,2,1,0,Medium
3,1,7,5,4,Medium
0,2,3,3,2,Low
8,0,3,3,1,Low
1,1,20,20,19,Medium
0,2,5,5,3,Low
4,0,325,237,234,Low
2,1,21,18,17,Low
2,1,19,19,16,Low
0,2,5,5,4,Medium
4,0,167,134,134,Medium
0,2,5,5,2,Low
2,1,19,14,14,Medium
7,1,3,2,2,Medium
0,2,5,4,4,Low
0,2,6,4,4,High
6,1,16,13,10,High
2,1,17,12,10,High
1,1,16,12,12,Medium
7,1,5,5,5,Low
2,1,8,8,5,High
8,0,6,4,3,High
4,0,268,188,185,High
5,1,5,5,4,High
5,0,7,6,4,Medium
4,0,92,91,91,Low
6,1,3,3,0,High
5,0,4,3,1,High
0,2,5,4,1,Medium
1,1,20,15,12,Medium
5,1,10,7,5,High
0,2,7,5,3,High
6,1,14,13,10,Low
5,1,6,4,2,Medium
3,1,6,5,2,Medium
8,1,2,2,0,Low
4,0,181,153,153,Low
5,1,5,5,3,Low
1,1,10,9,7,Medium
1,1,25,17,16,High
1,1,19,13,10,Medium
8,0,4,4,4,High
8,0,4,4,4,High
3,1,13,11,10,Low
8,1,4,3,0,High
0,2,6,4,1,High
2,1,24,21,19,High
0,2,3,2,1,Medium
5,1,8,7,4,Low
2,1,7,6,3,Medium
1,1,12,12,11,Medium
5,1,10,7,7,High
7,1,4,4,2,High
2,1,15,10,7,Medium
6,1,11,11,8,High
7,1,5,5,2,High
3,1,5,4,1,High
7,1,2,2,0,High
4,0,339,266,264,Low
3,1,14,11,8,Low
4,0,173,152,150,High
4,0,224,162,160,Medium
0,2,7,5,3,Low
7,1,2,1,0,High
3,1,4,3,3,High
5,1,8,6,6,High
5,1,10,8,7,Medium
8,0,2,1,0,Medium
4,0,362,295,292,Medium
1,1,11,10,7,Medium
8,0,5,4,3,Medium
1,1,16,15,13,Medium
0,2,7,5,4,High
7,1,2,1,1,High
3,1,3,3,2,Medium
6,1,6,5,3,Low
2,1,25,19,16,High
6,1,17,12,10,Low
2,1,7,7,4,High
0,2,7,5,4,High
4,0,293,271,268,Medium
3,1,10,9,9,Low
8,0,7,5,3,High
5,1,5,4,1,High
6,1,21,19,16,Low
7,1,2,2,0,Medium
5,1,5,5,2,Medium
7,1,5,4,2,High
1,1,16,15,12,Low
1,1,12,9,6,High
1,1,17,16,14,High
5,1,8,8,5,Low
8,0,2,2,0,Low
1,1,25,18,18,High
3,1,5,5,3,Low
2,1,14,13,12,High
3,1,8,8,6,Medium
8,1,7,5,2,High
1,1,13,13,10,Medium
5,1,10,10,9,High
8,1,2,1,0,High
7,1,1,1,0,Low
5,0,10,9,7,High
1,1,30,27,25,Low
6,1,8,7,5,Low
0,2,4,4,3,Low
2,1,9,8,8,Medium
7,1,3,2,0,Medium
7,1,5,4,4,Low
0,2,6,5,3,High
6,1,5,5,5,Low
5,0,10,9,7,Medium
2,1,18,15,14,Low
0,2,4,3,1,Low
2,1,14,14,11,Low
4,0,291,244,244,Medium
3,1,5,5,5,Low
0,2,2,2,2,Medium
5,1,9,8,8,Medium
1,1,8,6,6,High
1,1,7,5,5,Low
0,2,5,4,4,High
2,1,16,12,9,High
0,2,2,2,2,High
6,1,17,15,12,Low
7,1,2,1,1,High
4,0,361,358,357,Low
1,1,8,8,8,Low
5,0,3,2,1,Medium
7,1,5,4,3,High
1,1,19,15,14,High
5,1,7,7,4,Low
8,1,3,3,3,Low
7,1,1,1,0,Low
8,0,2,1,0,Medium
8,1,2,1,0,High
3,1,12,8,6,High
8,1,2,1,0,Medium
2,1,22,22,20,Low
8,1,6,6,6,Medium
5,1,7,7,7,Low
4,0,85,77,77,Medium
5,1,4,3,1,High
8,0,7,5,2,High
1,1,28,22,20,Medium
4,0,252,203,202,Low
2,1,14,13,13,High
4,0,356,259,258,Low
4,0,305,286,286,Low
2,1,7,6,4,Low
6,1,8,8,5,Medium
4,0,187,185,182,Medium
2,1,29,25,22,Medium
3,1,14,12,9,Low
5,1,4,4,2,Medium
2,1,17,14,12,Medium
4,0,175,122,119,Low
0,2,7,5,2,Medium
7,1,5,4,2,Medium
3,1,13,13,10,Low
8,1,5,4,4,Low
5,0,3,3,2,High
6,1,16,11,9,Medium
3,1,10,10,10,Medium
8,1,4,4,4,Low
0,2,6,5,2,Low
0,2,4,3,3,Low
2,1,29,24,23,Medium
4,0,192,141,139,Medium
3,1,4,3,2,High
2,1,18,17,14,High
1,1,28,21,21,Medium
4,0,150,133,133,High
5,1,9,6,4,High
5,1,8,7,6,High
0,2,5,5,4,Low
0,2,4,4,4,Low
5,1,6,4,4,High
0,2,5,4,3,Medium
8,1,2,2,0,Low
6,1,8,7,4,Medium
4,0,303,258,258,Low
5,1,6,6,3,High
7,1,5,5,4,Low
0,2,7,5,3,Medium
1,1,9,6,5,High
3,1,3,3,1,High
6,1,6,6,3,Low
7,1,5,5,5,Medium
1,1,28,26,25,High
7,1,3,3,1,High
6,1,19,18,17,Low
7,1,2,2,0,Medium
2,1,21,15,12,Medium
0,2,2,1,1,High
6,1,19,13,11,Medium
2,1,19,13,11,Medium
0,2,5,4,2,High
4,0,107,103,103,Low
5,1,7,7,6,Medium
7,1,4,4,4,Medium
6,1,9,7,6,High
7,1,5,4,4,High
3,1,8,7,7,High
7,1,1,1,0,High
7,1,4,4,4,Medium
7,0,4,3,1,High
1,1,9,8,5,Low
5,1,5,4,2,Medium
4,0,132,94,93,Medium
0,2,4,4,4,Low
2,1,9,9,9,Medium
2,1,28,28,27,High
4,0,147,134,133,Low
4,0,63,48,47,High
2,1,16,16,15,High
5,1,4,4,3,Low
1,1,11,10,9,Low
3,1,10,8,7,Medium
7,1,4,3,1,High
5,1,5,4,1,Low
5,1,3,3,2,Low
8,1,3,2,1,Low
3,1,3,2,2,High
6,2,11,9,9,Low
3,1,7,6,6,Low
1,1,19,17,14,Low
8,0,7,7,7,High
3,1,13,11,8,Low
6,1,17,13,12,High
3,1,13,10,10,Low
7,1,3,3,2,Medium
8,0,6,5,5,Medium
2,1,15,14,12,Low
7,1,5,4,4,Medium
5,1,6,6,3,Low
7,1,1,1,0,Low
7,1,2,2,0,Low
6,1,12,12,11,Medium
6,1,8,6,4,High
7,1,3,2,2,Low
7,1,4,3,0,Medium
1,1,14,11,10,High
6,1,12,10,7,Low
1,1,17,15,14,Medium
5,0,8,7,6,High
0,2,7,7,6,Low
6,2,5,5,3,Medium
4,0,62,42,41,Medium
6,1,5,4,3,High
2,1,19,17,16,High
3,1,4,4,1,Medium
2,1,18,13,11,High
3,1,7,6,6,Medium
1,1,12,11,10,Low
8,1,7,5,3,Medium
5,1,3,2,0,High
4,0,230,160,160,Low
1,1,29,28,26,Low
3,1,14,10,9,Medium
8,1,3,2,2,High
8,0,3,3,0,Medium
8,0,3,3,0,Medium
6,1,6,6,5,High
2,1,28,28,25,High
8,0,3,2,0,Low
5,1,3,3,1,Low
0,2,7,7,7,Low
1,1,10,9,7,High
5,1,4,3,1,Low
8,1,3,3,1,Medium
0,2,5,5,2,Medium
5,0,3,2,1,High
4,0,256,227,224,Low
4,0,215,179,178,Medium
4,0,156,111,110,Low
7,1,2,2,1,Low
5,0,6,5,5,High
2,1,24,23,21,Low
0,2,7,5,2,High
6,1,17,16,14,Low
0,2,7,7,6,Low
7,1,3,2,0,High
3,1,9,7,5,High
7,1,4,4,2,Low
2,1,23,18,18,Medium
4,0,250,177,176,Low
6,1,7,7,7,High
5,1,7,5,3,Low
4,0,218,191,190,Medium
1,1,7,7,4,Medium
8,1,4,3,1,Medium
0,2,6,5,4,Medium
1,1,13,12,10,Low
8,0,5,5,2,High
6,1,11,11,11,High
8,0,2,2,2,Low
2,1,26,24,21,Low
6,1,12,11,11,Low
3,1,9,8,7,Medium
1,1,30,25,24,Medium
6,1,7,5,3,Medium
6,2,7,7,4,Low
1,1,24,17,15,Medium
5,1,6,5,3,High
5,1,6,4,4,Medium
1,1,24,20,19,Low
0,2,3,3,2,Medium
5,1,7,7,6,Low
8,0,7,5,4,Medium
4,0,232,205,203,Medium
1,1,10,10,8,Medium
6,2,13,12,11,High
8,0,3,2,0,High
4,0,247,198,198,Medium
3,1,4,4,2,Low
0,2,7,6,4,Low
5,1,6,4,1,Medium
2,1,30,28,27,Medium
2,1,20,20,19,Medium
7,1,5,4,4,High
7,1,1,1,1,Medium
7,1,4,4,2,Low
7,1,4,3,2,Medium
0,2,2,1,0,High
7,1,2,2,2,High
2,1,30,24,22,Medium
0,2,2,2,0,High
0,2,5,4,1,Low
5,0,9,7,5,High
4,0,172,142,140,Low
7,1,4,3,3,Medium
8,0,3,2,1,High
2,1,8,8,7,Medium
0,2,6,5,2,Medium
3,1,7,6,5,Medium
0,2,4,3,1,Low
7,1,2,1,0,Medium
0,2,6,4,3,High
3,1,12,9,7,Medium
7,1,2,2,0,Medium
8,0,2,1,0,High
5,1,6,4,4,Medium
5,1,6,4,3,High
7,1,5,4,2,Medium
5,1,4,3,1,Low
3,1,4,4,2,Medium
0,2,3,3,1,High
0,2,2,2,2,Low
3,1,12,10,7,Medium
5,1,10,8,8,High
6,1,7,7,6,Medium
8,0,6,6,5,Low
4,0,164,164,163,Low
1,1,10,7,5,Low
4,0,237,197,197,Low
2,1,28,19,16,Medium
6,1,4,4,3,Medium
7,1,1,0,0,High
0,2,5,4,4,Low
1,1,20,20,18,Low
2,1,22,19,16,High
8,1,3,3,1,Medium
3,1,7,5,4,High
1,1,21,20,20,Medium
5,1,3,3,2,Low
7,1,4,4,3,Medium
6,1,6,4,1,Low
3,1,10,10,7,Medium
0,2,5,5,2,Low
5,1,8,6,5,High
6,2,20,14,14,Medium
2,1,20,16,15,Medium
2,1,16,12,11,High
7,1,4,3,0,High
6,1,13,10,8,Low
3,1,12,11,11,Medium
5,1,5,5,4,Medium
7,1,3,2,0,Low
7,1,2,1,0,Medium
0,2,2,1,0,Medium
2,1,15,15,15,Medium
2,1,22,19,16,Medium
8,1,2,1,0,High
3,1,11,8,7,Low
5,1,8,7,6,Low
8,1,2,2,1,Low
1,1,22,19,19,Medium
4,0,219,204,201,Low
8,1,7,6,4,High
5,1,7,5,3,Low
7,1,1,0,0,High
7,1,5,5,4,Medium
2,1,11,10,9,Medium
5,0,3,2,0,Medium
7,1,4,3,0,High
6,1,20,19,16,Low
6,1,16,11,10,Medium
2,1,26,18,17,High
5,1,6,5,5,High
3,1,13,9,8,High
5,0,10,7,4,High
7,1,2,1,0,High
8,1,4,3,0,Medium
7,1,4,4,1,Low
8,0,6,5,3,Medium
0,2,2,1,0,High
7,1,5,4,1,Medium
1,1,22,18,17,High
4,0,159,108,107,Medium
6,1,19,14,11,High
8,1,5,5,3,Low
8,0,2,1,1,High
6,1,14,14,12,Low
4,0,365,320,320,Low
4,0,193,169,167,Low
4,0,317,220,218,Low
4,0,164,137,137,Medium
0,2,6,6,5,Low
3,1,9,6,4,Medium
8,0,4,4,3,High
0,2,6,5,5,Low
3,1,11,10,7,Low
0,2,3,3,2,Low
8,1,2,1,1,High
4,0,339,246,246,Medium
3,1,5,4,2,Medium
4,0,310,263,262,High
2,1,6,5,5,High
0,2,7,7,5,Low
0,2,2,1,0,High
6,1,9,9,6,Medium
6,1,16,16,13,Low
7,1,5,4,3,High
5,0,10,7,6,High
3,1,5,5,2,Medium
3,1,11,11,11,Medium
1,1,19,16,13,Low
7,1,3,3,0,High
4,0,86,67,67,High
5,1,8,7,5,Medium
3,1,4,3,1,High
0,2,6,5,5,Medium
8,0,5,4,4,Low
7,1,1,0,0,High
3,1,6,5,2,High
5,1,3,3,2,Medium
5,1,6,4,2,Low
7,1,5,5,2,Medium
8,1,5,5,3,Medium
5,1,4,4,1,Medium
0,2,4,4,2,High
3,1,11,11,8,Low
6,1,15,15,12,High
8,1,7,6,4,Low
6,1,3,2,0,Low
4,0,209,152,149,Medium
4,0,350,327,326,Low
0,2,6,6,5,Low
1,1,12,8,5,High
2,1,10,10,9,Low
4,0,296,255,255,High
0,2,2,1,0,Low
8,1,4,4,3,High
7,1,1,0,0,High
7,1,5,5,2,Low
7,1,3,2,2,Medium
1,1,10,7,6,Medium
6,1,15,13,12,Low
6,1,3,3,1,Medium
2,1,17,16,14,High
0,2,3,3,0,Low
8,1,2,2,1,Medium
5,0,7,6,4,High
7,1,3,3,2,Low
1,1,22,20,18,Medium
4,0,251,241,240,Low
0,2,7,7,4,Low
2,1,17,13,10,Low
2,1,19,14,12,High
2,1,29,26,23,Medium
6,1,3,3,1,High
5,0,8,6,3,High
5,1,10,9,9,Medium
7,1,4,4,4,High
0,2,4,3,1,Low
5,1,10,8,5,Medium
6,1,7,7,4,Low
3,1,7,7,6,Medium
1,1,26,26,26,Low
5,1,9,9,9,Medium
2,1,16,11,10,High
8,1,7,7,7,Medium
4,0,206,138,138,Low
0,2,6,4,4,Medium
7,1,4,3,0,Low
2,1,29,26,23,Medium
6,1,11,9,6,High
2,0,11,8,7,High
2,1,5,5,5,Medium
0,2,5,5,3,Medium
7,1,3,3,2,Medium
5,1,5,5,4,Low
7,1,4,4,1,Low
7,1,2,2,0,Low
1,1,9,7,4,Low
3,1,7,7,5,High
2,1,15,14,14,Low
7,1,3,2,2,Low
2,1,25,25,23,Medium
8,1,5,4,1,High
3,1,7,7,7,Low
5,0,5,4,3,High
8,0,4,4,1,Medium
7,1,3,2,0,High
4,0,124,123,123,Medium
1,1,14,12,11,Medium
8,0,3,2,0,High
2,1,11,9,7,High
5,0,5,5,2,Low
8,1,6,5,3,Medium
4,0,201,192,191,Low
1,1,26,22,20,Low
2,1,5,5,4,Low
1,1,14,12,9,Low
4,0,137,132,131,Medium
3,1,12,11,8,High
5,1,10,9,9,Low
